date,open,high,low,close,volume,average,barCount,vol_avg,vol_ratio,shortMA,midMA,vol_spike,crossover,signal
2025-06-13 09:30:00-04:00,3.0,3.13,3.0,3.13,1741.0,3.036,2,,,,,False,False,False
2025-06-13 09:31:00-04:00,3.13,3.13,3.13,3.13,0.0,3.13,0,,,,,False,False,False
2025-06-13 09:32:00-04:00,3.13,3.13,3.13,3.13,0.0,3.13,0,,,,,False,False,False
2025-06-13 09:33:00-04:00,3.13,3.13,3.13,3.13,0.0,3.13,0,,,,,False,False,False
2025-06-13 09:34:00-04:00,3.13,3.13,3.13,3.13,0.0,3.13,0,,,3.13,,False,False,False
2025-06-13 09:35:00-04:00,3.13,3.13,3.13,3.13,0.0,3.13,0,,,3.13,,False,False,False
2025-06-13 09:36:00-04:00,3.13,3.13,3.13,3.13,0.0,3.13,0,,,3.13,,False,False,False
2025-06-13 09:37:00-04:00,3.1,3.1,3.1,3.1,5000.0,3.1,1,,,3.124,,False,False,False
2025-06-13 09:38:00-04:00,3.01,3.01,3.01,3.01,100.0,3.01,1,,,3.1,,False,False,False
2025-06-13 09:39:00-04:00,3.01,3.01,3.01,3.01,0.0,3.01,0,,,3.076,3.1029999999999998,False,False,False
2025-06-13 09:40:00-04:00,3.01,3.01,3.01,3.01,0.0,3.01,0,,,3.052,3.091,False,False,False
2025-06-13 09:41:00-04:00,3.01,3.01,3.01,3.01,0.0,3.01,0,,,3.0279999999999996,3.0789999999999997,False,False,False
2025-06-13 09:42:00-04:00,3.01,3.01,3.01,3.01,0.0,3.01,0,,,3.01,3.0669999999999997,False,False,False
2025-06-13 09:43:00-04:00,3.01,3.01,3.01,3.01,0.0,3.01,0,,,3.01,3.0549999999999997,False,False,False
2025-06-13 09:44:00-04:00,3.01,3.01,3.01,3.01,0.0,3.01,0,,,3.01,3.043,False,False,False
2025-06-13 09:45:00-04:00,3.01,3.01,3.01,3.01,0.0,3.01,0,,,3.01,3.0309999999999997,False,False,False
2025-06-13 09:46:00-04:00,3.01,3.01,3.01,3.01,0.0,3.01,0,,,3.01,3.0189999999999997,False,False,False
2025-06-13 09:47:00-04:00,3.01,3.01,3.01,3.01,0.0,3.01,0,,,3.01,3.01,False,False,False
2025-06-13 09:48:00-04:00,3.01,3.01,3.01,3.01,0.0,3.01,0,,,3.01,3.01,False,False,False
2025-06-13 09:49:00-04:00,3.01,3.01,3.01,3.01,0.0,3.01,0,342.05,0.0,3.01,3.01,False,False,False
2025-06-13 09:50:00-04:00,3.01,3.01,3.01,3.01,0.0,3.01,0,255.0,0.0,3.01,3.01,False,False,False
2025-06-13 09:51:00-04:00,3.01,3.01,3.01,3.01,0.0,3.01,0,255.0,0.0,3.01,3.01,False,False,False
2025-06-13 09:52:00-04:00,3.01,3.01,3.01,3.01,0.0,3.01,0,255.0,0.0,3.01,3.01,False,False,False
2025-06-13 09:53:00-04:00,3.01,3.01,3.01,3.01,0.0,3.01,0,255.0,0.0,3.01,3.01,False,False,False
2025-06-13 09:54:00-04:00,3.01,3.01,3.01,3.01,0.0,3.01,0,255.0,0.0,3.01,3.01,False,False,False
