date,open,high,low,close,volume,average,barCount,vol_avg,vol_ratio,shortMA,midMA,vol_spike,crossover,signal
2025-06-23 10:08:00-04:00,201.93,202.23,201.91,202.22,97364.0,202.1,574,113890.2,0.8548935729325262,201.924,201.84300000000002,False,False,False
2025-06-23 10:09:00-04:00,202.23,202.3,202.06,202.1,119545.0,202.219,649,114093.6,1.0477800682948035,202.008,201.88,False,False,False
2025-06-23 10:10:00-04:00,202.1,202.11,201.69,201.78,157497.0,201.807,763,116479.75,1.3521406081314564,202.0,201.879,False,False,False
2025-06-23 10:11:00-04:00,201.76,201.82,201.53,201.61,199569.0,201.672,711,121129.0,1.6475740739211915,201.924,201.864,True,False,False
2025-06-23 10:12:00-04:00,201.6,201.87,201.57,201.75,100238.0,201.734,605,120228.9,0.8337263336851622,201.892,201.855,False,False,False
2025-06-23 10:13:00-04:00,201.78,201.89,201.63,201.65,68189.0,201.797,335,119198.8,0.5720611281321624,201.778,201.85100000000003,False,False,False
2025-06-23 10:14:00-04:00,201.65,201.77,201.57,201.6,60439.0,201.673,378,114348.1,0.5285527262805416,201.678,201.84300000000002,False,False,False
2025-06-23 10:15:00-04:00,201.61,201.69,201.55,201.57,69233.0,201.605,471,113440.2,0.6103039310579494,201.63600000000002,201.818,False,False,False
2025-06-23 10:16:00-04:00,201.57,201.62,201.48,201.53,76560.0,201.549,513,113179.2,0.6764493829254845,201.62,201.772,False,False,False
2025-06-23 10:17:00-04:00,201.54,201.6,201.44,201.53,63774.0,201.514,394,113028.3,0.5642303741629309,201.576,201.734,False,False,False
2025-06-23 10:18:00-04:00,201.54,201.59,201.45,201.55,107200.0,201.534,531,114757.55,0.9341433308745263,201.55599999999998,201.667,False,False,False
2025-06-23 10:19:00-04:00,201.56,201.7,201.47,201.63,103882.0,201.585,552,116328.95,0.8930021288767758,201.56199999999998,201.62,False,False,False
2025-06-23 10:20:00-04:00,201.63,201.7,201.55,201.69,64163.0,201.644,328,108417.4,0.5918145980257782,201.586,201.61100000000002,False,False,False
2025-06-23 10:21:00-04:00,201.69,201.69,201.52,201.53,54769.0,201.632,364,99325.1,0.551411476051874,201.58599999999998,201.603,False,False,False
2025-06-23 10:22:00-04:00,201.52,201.56,201.42,201.45,111880.0,201.513,484,101044.05,1.1072398622185076,201.57,201.573,False,False,False
2025-06-23 10:23:00-04:00,201.45,201.56,201.45,201.47,58358.0,201.51,307,99248.45,0.5879991072908444,201.554,201.555,False,False,False
2025-06-23 10:24:00-04:00,201.48,201.57,201.46,201.5,62395.0,201.516,341,98436.15,0.633862661227608,201.52800000000002,201.54500000000002,False,False,False
2025-06-23 10:25:00-04:00,201.51,201.55,201.46,201.49,49587.0,201.499,313,94858.9,0.5227448346965863,201.488,201.537,False,False,False
2025-06-23 10:26:00-04:00,201.5,201.53,201.37,201.44,68470.0,201.44,309,91340.65,0.7496114818539172,201.47,201.52800000000002,False,False,False
2025-06-23 10:27:00-04:00,201.44,201.52,201.4,201.4,101606.0,201.465,450,89735.9,1.132278162920303,201.45999999999998,201.515,False,False,False
2025-06-23 10:28:00-04:00,201.4,201.42,201.17,201.29,73884.0,201.246,405,88561.9,0.8342639442017392,201.42399999999998,201.48899999999998,False,False,False
2025-06-23 10:29:00-04:00,201.29,201.45,201.29,201.37,45762.0,201.398,271,84872.75,0.539183660244307,201.398,201.46300000000002,False,False,False
2025-06-23 10:30:00-04:00,201.38,201.41,201.23,201.28,51137.0,201.312,339,79554.75,0.6427900282509844,201.356,201.422,False,False,False
2025-06-23 10:31:00-04:00,201.28,201.28,201.1,201.13,93050.0,201.172,480,74228.8,1.2535565710344232,201.294,201.382,False,False,False
2025-06-23 10:32:00-04:00,201.12,201.13,200.96,200.97,124863.0,201.036,688,75460.05,1.6546901307380528,201.208,201.334,True,False,False
2025-06-23 10:33:00-04:00,200.96,201.09,200.91,200.97,72971.0,200.977,445,75699.15,0.9639606257137631,201.144,201.284,False,False,False
2025-06-23 10:34:00-04:00,200.97,201.12,200.94,201.09,64486.0,201.047,359,75901.5,0.8496011277774485,201.088,201.243,False,False,False
2025-06-23 10:35:00-04:00,201.08,201.52,201.05,201.47,150060.0,201.231,787,79942.85,1.8770909468451524,201.126,201.24099999999999,True,False,False
2025-06-23 10:36:00-04:00,201.47,201.51,201.37,201.42,50044.0,201.441,257,78617.05,0.6365540299464302,201.184,201.23899999999998,False,False,False
2025-06-23 10:37:00-04:00,201.43,201.54,201.37,201.41,46157.0,201.452,243,77736.2,0.5937645524221663,201.272,201.24,False,True,False
2025-06-23 10:38:00-04:00,201.42,201.48,201.35,201.48,33212.0,201.408,235,74036.8,0.4485877293454066,201.374,201.25900000000001,False,False,False
2025-06-23 10:39:00-04:00,201.48,201.5,201.37,201.4,47058.0,201.435,256,71195.6,0.6609678126176336,201.43599999999998,201.262,False,False,False
2025-06-23 10:40:00-04:00,201.41,201.44,201.31,201.39,51966.0,201.385,312,70585.75,0.7362109207595018,201.42,201.273,False,False,False
2025-06-23 10:41:00-04:00,201.4,201.49,201.37,201.4,51357.0,201.439,248,70415.15,0.7293458865031176,201.416,201.3,False,False,False
2025-06-23 10:42:00-04:00,201.39,201.54,201.38,201.54,33789.0,201.472,180,66510.6,0.5080242848508357,201.442,201.357,False,False,False
2025-06-23 10:43:00-04:00,201.53,201.55,201.47,201.51,53026.0,201.512,255,66244.0,0.8004649477688546,201.448,201.411,False,False,False
2025-06-23 10:44:00-04:00,201.51,201.55,201.45,201.53,43857.0,201.503,250,65317.1,0.6714474463808099,201.474,201.455,False,False,False
2025-06-23 10:45:00-04:00,201.54,201.59,201.47,201.52,79101.0,201.54,413,66792.8,1.1842743529242672,201.5,201.46,False,False,False
2025-06-23 10:46:00-04:00,201.53,201.58,201.5,201.56,66770.0,201.539,339,66707.8,1.0009324246939637,201.53199999999998,201.474,False,False,False
2025-06-23 10:47:00-04:00,201.55,201.58,201.32,201.32,100225.0,201.455,415,66638.75,1.504004802010842,201.488,201.46499999999997,True,False,False
2025-06-23 10:48:00-04:00,201.33,201.34,201.1,201.17,92808.0,201.203,592,67584.95,1.3732051292484495,201.42,201.43400000000003,False,False,False
2025-06-23 10:49:00-04:00,201.17,201.18,201.08,201.1,70743.0,201.141,459,68834.0,1.0277333875700962,201.334,201.404,False,False,False
2025-06-23 10:50:00-04:00,201.09,201.21,201.04,201.17,57186.0,201.116,331,69136.45,0.8271468957402355,201.26399999999998,201.382,False,False,False
2025-06-23 10:51:00-04:00,201.17,201.2,201.08,201.16,58121.0,201.155,331,67390.0,0.8624573378839591,201.184,201.358,False,False,False
2025-06-23 10:52:00-04:00,201.16,201.23,201.0,201.02,49749.0,201.125,264,63634.3,0.7817953525064313,201.124,201.30599999999998,False,False,False
2025-06-23 10:53:00-04:00,201.03,201.04,200.87,200.92,106578.0,200.958,365,65314.65,1.6317625525054487,201.074,201.247,True,False,False
2025-06-23 10:54:00-04:00,200.91,200.92,200.75,200.85,59431.0,200.828,362,65061.9,0.9134531884251766,201.024,201.179,False,False,False
2025-06-23 10:55:00-04:00,200.85,200.86,200.69,200.7,59776.0,200.775,413,60547.7,0.9872546768911123,200.93,201.09699999999998,False,False,False
2025-06-23 10:56:00-04:00,200.71,200.73,200.38,200.46,88306.0,200.551,515,62460.8,1.413782724524822,200.79,200.987,False,False,False
2025-06-23 10:57:00-04:00,200.46,200.64,200.42,200.64,69748.0,200.52,451,63640.35,1.0959713452235884,200.714,200.919,False,False,False
2025-06-23 10:58:00-04:00,200.64,200.65,200.46,200.51,67746.0,200.53,466,65367.05,1.036393718241836,200.632,200.853,False,False,False
2025-06-23 10:59:00-04:00,200.5,200.53,200.4,200.46,57513.0,200.454,380,65889.8,0.872866513481601,200.554,200.789,False,False,False
2025-06-23 11:00:00-04:00,200.47,200.47,200.34,200.43,56219.0,200.402,364,66102.45,0.8504828489715586,200.5,200.71499999999997,False,False,False
2025-06-23 11:01:00-04:00,200.43,200.54,200.41,200.43,79484.0,200.484,494,67508.8,1.177387244329628,200.494,200.642,False,False,False
2025-06-23 11:02:00-04:00,200.43,200.48,200.31,200.45,58565.0,200.392,356,68747.6,0.8518842839604582,200.456,200.585,False,False,False
2025-06-23 11:03:00-04:00,200.45,200.59,200.4,200.56,79212.0,200.5,436,70056.9,1.1306809179395607,200.466,200.549,False,False,False
2025-06-23 11:04:00-04:00,200.56,200.64,200.45,200.5,89653.0,200.577,522,72346.7,1.2392133988143206,200.474,200.51399999999998,False,False,False
2025-06-23 11:05:00-04:00,200.48,200.5,200.41,200.48,73342.0,200.468,417,72058.75,1.0178083855187607,200.484,200.49200000000002,False,False,False
2025-06-23 11:06:00-04:00,200.49,200.63,200.45,200.59,81464.0,200.528,452,72793.45,1.1191116783172113,200.516,200.505,False,True,False
2025-06-23 11:07:00-04:00,200.59,200.78,200.59,200.78,69065.0,200.714,353,71235.45,0.9695313218348449,200.582,200.51899999999998,False,False,False
2025-06-23 11:08:00-04:00,200.77,200.88,200.71,200.79,63029.0,200.799,366,69746.5,0.9036869233581614,200.628,200.54699999999997,False,False,False
2025-06-23 11:09:00-04:00,200.79,200.82,200.67,200.75,70038.0,200.751,384,69711.25,1.0046871918090696,200.678,200.57599999999996,False,False,False
2025-06-23 11:10:00-04:00,200.75,200.78,200.6,200.69,32467.0,200.679,223,68475.3,0.47414177082831327,200.71999999999997,200.602,False,False,False
2025-06-23 11:11:00-04:00,200.7,200.75,200.61,200.72,41224.0,200.696,217,67630.45,0.6095479181345089,200.746,200.631,False,False,False
2025-06-23 11:12:00-04:00,200.72,200.74,200.67,200.68,25816.0,200.701,175,66433.8,0.38859737061556016,200.726,200.654,False,False,False
2025-06-23 11:13:00-04:00,200.69,200.69,200.58,200.62,49437.0,200.64,238,63576.75,0.7775955832910616,200.692,200.66,False,False,False
2025-06-23 11:14:00-04:00,200.61,200.7,200.56,200.59,42917.0,200.628,225,62751.05,0.6839248108198986,200.66,200.669,False,False,False
2025-06-23 11:15:00-04:00,200.59,200.72,200.57,200.66,44419.0,200.648,319,61983.2,0.7166296673937455,200.654,200.68699999999998,False,False,False
2025-06-23 11:16:00-04:00,200.66,200.72,200.61,200.7,116775.0,200.671,618,63406.65,1.8416837981505094,200.65,200.698,True,False,False
2025-06-23 11:17:00-04:00,200.71,200.71,200.58,200.63,42652.0,200.641,274,62051.85,0.6873606508105722,200.64,200.68300000000002,False,False,False
2025-06-23 11:18:00-04:00,200.64,200.78,200.61,200.78,45062.0,200.685,231,60917.65,0.7397199333854803,200.67199999999997,200.682,False,False,False
2025-06-23 11:19:00-04:00,200.78,200.79,200.5,200.5,84249.0,200.634,550,62254.45,1.3533008483730882,200.654,200.657,False,False,False
2025-06-23 11:20:00-04:00,200.51,200.53,200.36,200.37,52948.0,200.447,332,62090.9,0.852749758821341,200.596,200.625,False,False,False
2025-06-23 11:21:00-04:00,200.37,200.37,200.23,200.23,82058.0,200.291,478,62219.6,1.3188448656050504,200.502,200.576,False,False,False
2025-06-23 11:22:00-04:00,200.24,200.35,200.2,200.29,90312.0,200.282,548,63806.95,1.4153944045280336,200.43400000000003,200.53699999999998,False,False,False
2025-06-23 11:23:00-04:00,200.29,200.37,200.23,200.37,81811.0,200.289,507,63936.9,1.2795584396490916,200.352,200.512,False,False,False
2025-06-23 11:24:00-04:00,200.36,200.4,200.28,200.3,41399.0,200.336,281,61524.2,0.6728896921861641,200.312,200.483,False,False,False
2025-06-23 11:25:00-04:00,200.3,200.35,200.27,200.3,47511.0,200.309,253,60232.65,0.7887914611095477,200.298,200.447,False,False,False
2025-06-23 11:26:00-04:00,200.3,200.34,200.23,200.26,44431.0,200.289,286,58381.0,0.7610523971840153,200.304,200.403,False,False,False
2025-06-23 11:27:00-04:00,200.27,200.38,200.22,200.38,61738.0,200.314,335,58014.65,1.0641794788040606,200.32200000000003,200.378,False,False,False
2025-06-23 11:28:00-04:00,200.37,200.62,200.35,200.56,90333.0,200.508,426,59379.85,1.5212736307013237,200.35999999999999,200.356,True,True,True
2025-06-23 11:29:00-04:00,200.56,200.57,200.44,200.53,70362.0,200.509,409,59396.05,1.1846242300624368,200.406,200.35899999999998,False,False,False
2025-06-23 11:30:00-04:00,200.51,200.54,200.23,200.37,77531.0,200.404,411,61649.25,1.257614650624298,200.42000000000002,200.359,False,False,False
2025-06-23 11:31:00-04:00,200.36,200.38,200.26,200.27,37932.0,200.319,190,61484.65,0.6169344706361669,200.42199999999997,200.363,False,False,False
2025-06-23 11:32:00-04:00,200.27,200.39,200.19,200.36,55449.0,200.286,303,62966.3,0.8806139156977622,200.41800000000003,200.37,False,False,False
2025-06-23 11:33:00-04:00,200.34,200.35,200.19,200.23,56790.0,200.26,366,63333.95,0.89667547973875,200.352,200.356,False,False,False
2025-06-23 11:34:00-04:00,200.22,200.35,200.2,200.31,44796.0,200.285,294,63427.9,0.7062507193206775,200.30800000000002,200.357,False,False,False
2025-06-23 11:35:00-04:00,200.3,200.31,200.02,200.09,73442.0,200.149,368,64879.05,1.1319832827391894,200.252,200.336,False,False,False
2025-06-23 11:36:00-04:00,200.08,200.19,200.06,200.17,38046.0,200.114,239,60942.6,0.6242923669157535,200.23200000000003,200.327,False,False,False
2025-06-23 11:37:00-04:00,200.16,200.2,200.1,200.11,42387.0,200.154,234,60929.35,0.6956745804772249,200.182,200.3,False,False,False
2025-06-23 11:38:00-04:00,200.1,200.16,200.01,200.09,69077.0,200.083,454,62130.1,1.1118121490227764,200.154,200.253,False,False,False
2025-06-23 11:39:00-04:00,200.08,200.08,199.9,199.9,131253.0,199.998,655,64480.3,2.035551943771974,200.072,200.19,True,False,False
2025-06-23 11:40:00-04:00,199.9,199.94,199.73,199.84,162225.0,199.841,997,69944.15,2.3193505103714895,200.022,200.137,True,False,False
2025-06-23 11:41:00-04:00,199.83,199.84,199.52,199.53,92052.0,199.724,499,70443.85,1.3067428881300496,199.894,200.063,False,False,False
2025-06-23 11:42:00-04:00,199.53,199.73,199.51,199.72,85401.0,199.617,493,70198.3,1.21656792258502,199.81599999999997,199.999,False,False,False
2025-06-23 11:43:00-04:00,199.71,199.77,199.52,199.71,97650.0,199.663,621,70990.25,1.3755410073918601,199.74,199.947,False,False,False
2025-06-23 11:44:00-04:00,199.7,199.76,199.64,199.67,63299.0,199.709,331,72085.25,0.8781130675138118,199.69400000000002,199.883,False,False,False
2025-06-23 11:45:00-04:00,199.67,199.74,199.65,199.73,66574.0,199.694,389,73038.4,0.9114931323796798,199.672,199.847,False,False,False
2025-06-23 11:46:00-04:00,199.74,199.77,199.61,199.63,79770.0,199.695,325,74805.35,1.066367579324206,199.69199999999998,199.793,False,False,False
2025-06-23 11:47:00-04:00,199.62,199.81,199.61,199.77,60074.0,199.718,266,74722.15,0.8039650893342871,199.702,199.759,False,False,False
2025-06-23 11:48:00-04:00,199.78,199.94,199.76,199.85,67555.0,199.845,368,73583.25,0.9180757849102887,199.73,199.735,False,False,False
2025-06-23 11:49:00-04:00,199.86,199.87,199.8,199.84,54033.0,199.834,224,72766.8,0.7425501739804417,199.764,199.72899999999998,False,True,False
2025-06-23 11:50:00-04:00,199.83,199.9,199.72,199.81,56516.0,199.802,229,71716.05,0.7880523258043353,199.78000000000003,199.726,False,False,False
2025-06-23 11:51:00-04:00,199.81,200.0,199.76,199.97,49246.0,199.859,238,72281.75,0.6813061388248071,199.848,199.77,False,False,False
2025-06-23 11:52:00-04:00,199.96,200.02,199.79,199.87,87511.0,199.909,336,73884.85,1.1844241410789897,199.868,199.78500000000003,False,False,False
2025-06-23 11:53:00-04:00,199.89,199.94,199.81,199.83,38845.0,199.876,199,72987.6,0.5322136910927335,199.864,199.797,False,False,False
2025-06-23 11:54:00-04:00,199.82,199.84,199.72,199.75,48250.0,199.785,186,73160.3,0.6595106909075004,199.846,199.805,False,False,False
2025-06-23 11:55:00-04:00,199.73,199.88,199.66,199.83,46248.0,199.766,283,71800.6,0.6441171800792751,199.85000000000002,199.815,False,False,False
2025-06-23 11:56:00-04:00,199.82,199.91,199.8,199.82,44257.0,199.852,215,72111.15,0.6137331050745967,199.82,199.834,False,False,False
2025-06-23 11:57:00-04:00,199.82,199.92,199.8,199.9,38487.0,199.835,185,71916.15,0.5351649108023719,199.82600000000002,199.847,False,False,False
2025-06-23 11:58:00-04:00,199.9,199.97,199.87,199.89,50055.0,199.923,246,70965.05,0.7053472096475659,199.83800000000002,199.851,False,False,False
2025-06-23 11:59:00-04:00,199.89,199.91,199.84,199.88,39323.0,199.88,223,66368.55,0.5924944872232405,199.86399999999998,199.855,False,True,False
2025-06-23 12:00:00-04:00,199.88,199.91,199.7,199.75,55228.0,199.807,303,61018.7,0.9050995842258194,199.848,199.849,False,False,False
2025-06-23 12:01:00-04:00,199.75,199.85,199.71,199.84,55571.0,199.782,311,59194.65,0.938784163771557,199.852,199.836,False,True,False
2025-06-23 12:02:00-04:00,199.83,199.84,199.67,199.82,46043.0,199.747,229,57226.75,0.8045712887766647,199.83599999999998,199.831,False,False,False
2025-06-23 12:03:00-04:00,199.81,199.9,199.78,199.8,54255.0,199.821,373,55057.0,0.985433278238916,199.81799999999998,199.828,False,False,False
2025-06-23 12:04:00-04:00,199.79,199.92,199.72,199.88,45586.0,199.821,273,54171.35,0.8415149336318921,199.818,199.841,False,False,False
2025-06-23 12:05:00-04:00,199.88,199.97,199.85,199.92,55311.0,199.906,289,53608.2,1.031763797329513,199.852,199.85,False,True,False
2025-06-23 12:06:00-04:00,199.93,199.97,199.89,199.9,35964.0,199.921,193,51417.9,0.6994451348654845,199.864,199.858,False,False,False
2025-06-23 12:07:00-04:00,199.91,199.99,199.86,199.9,37907.0,199.936,218,50309.55,0.7534752348212218,199.88,199.858,False,False,False
2025-06-23 12:08:00-04:00,199.91,199.91,199.78,199.78,23110.0,199.834,147,48087.3,0.480584270691014,199.876,199.847,False,False,False
2025-06-23 12:09:00-04:00,199.77,199.82,199.72,199.78,42809.0,199.777,191,47526.1,0.9007471683979961,199.856,199.83700000000002,False,False,False
2025-06-23 12:10:00-04:00,199.78,199.79,199.61,199.64,62217.0,199.677,322,47811.15,1.3013073310305232,199.8,199.826,False,False,False
2025-06-23 12:11:00-04:00,199.65,199.75,199.63,199.74,32375.0,199.695,165,46967.6,0.6893049676798474,199.76799999999997,199.81599999999997,False,False,False
2025-06-23 12:12:00-04:00,199.74,199.84,199.67,199.83,36391.0,199.753,214,44411.6,0.819403038845707,199.754,199.817,False,False,False
2025-06-23 12:13:00-04:00,199.83,199.85,199.79,199.82,27755.0,199.824,122,43857.1,0.6328507812874085,199.762,199.81900000000002,False,False,False
2025-06-23 12:14:00-04:00,199.83,199.97,199.83,199.96,31442.0,199.929,147,43016.7,0.730925431285989,199.798,199.827,False,False,False
2025-06-23 12:15:00-04:00,199.95,200.09,199.9,200.09,64574.0,199.991,352,43933.0,1.4698290578835955,199.888,199.844,False,True,False
2025-06-23 12:16:00-04:00,200.08,200.19,200.06,200.19,48168.0,200.128,210,44128.55,1.091538244515172,199.978,199.873,False,False,False
2025-06-23 12:17:00-04:00,200.18,200.22,200.1,200.1,110913.0,200.185,380,47749.85,2.322792637044933,200.032,199.89299999999997,True,False,False
2025-06-23 12:18:00-04:00,200.12,200.27,200.06,200.23,74280.0,200.13,416,48961.1,1.5171227770617899,200.11399999999998,199.938,True,False,False
2025-06-23 12:19:00-04:00,200.24,200.28,200.16,200.23,43423.0,200.223,174,49166.1,0.88318984015409,200.16799999999998,199.983,False,False,False
2025-06-23 12:20:00-04:00,200.24,200.32,200.18,200.29,48766.0,200.234,236,48843.0,0.9984235202587883,200.208,200.048,False,False,False
2025-06-23 12:21:00-04:00,200.3,200.47,200.25,200.42,71148.0,200.39,373,49621.85,1.4338038585824593,200.254,200.116,False,False,False
2025-06-23 12:22:00-04:00,200.42,200.49,200.32,200.42,64096.0,200.416,352,50524.5,1.2686122574196677,200.318,200.17499999999998,False,False,False
2025-06-23 12:23:00-04:00,200.42,200.51,200.37,200.5,59011.0,200.447,296,50762.3,1.1624965771842488,200.372,200.243,False,False,False
2025-06-23 12:24:00-04:00,200.49,200.52,200.4,200.41,39338.0,200.453,238,50449.9,0.7797438647053809,200.408,200.28799999999998,False,False,False
2025-06-23 12:25:00-04:00,200.42,200.42,200.2,200.22,49538.0,200.294,231,50161.25,0.9875750703979665,200.394,200.301,False,False,False
2025-06-23 12:26:00-04:00,200.22,200.28,200.13,200.15,38558.0,200.189,159,50290.95,0.7666985809574088,200.33999999999997,200.29699999999997,False,False,False
2025-06-23 12:27:00-04:00,200.16,200.28,200.07,200.15,74278.0,200.16,382,52109.5,1.4254214682543491,200.286,200.302,False,False,False
2025-06-23 12:28:00-04:00,200.15,200.28,200.13,200.18,25850.0,200.218,131,52246.5,0.49476998459226934,200.222,200.297,False,False,False
2025-06-23 12:29:00-04:00,200.18,200.19,200.02,200.14,42871.0,200.104,242,52249.6,0.8205038890249877,200.168,200.28799999999998,False,False,False
2025-06-23 12:30:00-04:00,200.14,200.16,199.97,200.09,65925.0,200.074,296,52435.0,1.2572709068370362,200.142,200.268,False,False,False
2025-06-23 12:31:00-04:00,200.09,200.09,199.9,199.97,29636.0,199.979,163,52298.05,0.5666750481136485,200.106,200.223,False,False,False
2025-06-23 12:32:00-04:00,199.97,199.97,199.9,199.93,25815.0,199.933,132,51769.25,0.49865508965264127,200.062,200.174,False,False,False
2025-06-23 12:33:00-04:00,199.93,199.97,199.65,199.69,60716.0,199.771,325,53417.3,1.1366355094697784,199.964,200.09300000000002,False,False,False
2025-06-23 12:34:00-04:00,199.69,199.73,199.42,199.44,86366.0,199.557,481,56163.5,1.5377602891557685,199.824,199.996,True,False,False
2025-06-23 12:35:00-04:00,199.43,199.45,199.21,199.44,76822.0,199.331,451,56775.9,1.3530741036249536,199.694,199.918,False,False,False
2025-06-23 12:36:00-04:00,199.43,199.49,199.19,199.21,63609.0,199.362,414,57547.95,1.1053217360479393,199.542,199.824,False,False,False
2025-06-23 12:37:00-04:00,199.21,199.59,198.96,199.56,182597.0,199.15,1007,61132.15,2.9869225931036287,199.468,199.76500000000001,True,False,False
2025-06-23 12:38:00-04:00,199.53,199.69,199.3,199.54,107360.0,199.537,748,62786.15,1.7099312507615134,199.43800000000002,199.701,True,False,False
2025-06-23 12:39:00-04:00,199.55,199.82,199.54,199.8,74493.0,199.681,401,64339.65,1.1578085985857864,199.51,199.667,False,False,False
2025-06-23 12:40:00-04:00,199.79,200.25,199.57,200.2,111392.0,199.925,710,67470.95,1.6509623771415698,199.662,199.678,True,False,False
